temperature,humidity,light_intensity,noise_level,pir_motion,ultrasonic_distance,person_count,door_state,window_state,co2_level,gas_leak,smoke_detected,rain_detected,energy_usage,voice_command,room_type,time_of_day,device,state
29.94,85.95,84.57,55.97,1,222.22,0,closed,closed,1978.06,1,1,0,1001.97,turn off everything,bedroom,morning,fan,ON
29.86,50.17,79.39,79.32,1,136.49,3,closed,open,1057.32,1,1,0,79.83,turn on the light,living_room,afternoon,fan,ON
30.82,41.36,47.28,66.61,1,164.14,1,closed,open,1748.44,0,1,0,451.14,start the geyser,bedroom,afternoon,fan,ON
20.69,66.05,33.56,89.37,0,122.73,0,closed,closed,1360.25,0,0,1,179.34,it's hot,bedroom,night,window,OPEN
37.9,75.27,53.61,17.9,0,30.86,1,open,open,1355.93,0,0,0,1273.22,close the door,living_room,afternoon,window,OPEN
16.54,29.19,8.5,61.0,1,271.84,3,open,open,522.17,1,1,1,93.74,turn off the fan,bathroom,night,fan,ON
18.6,72.79,24.53,23.8,0,209.09,2,closed,closed,1514.61,0,1,0,234.76,good morning,bathroom,night,fan,ON
22.12,36.29,29.72,48.26,1,83.64,2,closed,open,841.38,0,0,0,709.21,good night,kitchen,night,light,OFF
25.21,69.95,35.06,65.88,1,149.3,3,open,open,1024.32,0,1,0,355.83,good night,bedroom,morning,fan,ON
32.94,25.87,78.27,12.85,0,106.39,0,open,open,1291.51,0,1,0,302.68,turn off everything,bathroom,morning,fan,ON
35.77,65.88,87.18,36.16,1,138.71,0,closed,closed,1115.92,1,0,0,512.28,open the window,bedroom,afternoon,fan,ON
38.86,85.41,34.03,59.27,1,271.2,3,closed,closed,1561.61,0,0,0,1180.21,turn on the light,living_room,evening,window,OPEN
27.71,69.86,44.2,10.74,0,209.57,1,closed,closed,397.35,1,1,0,1641.17,close the door,bedroom,evening,fan,ON
22.1,54.77,58.19,67.78,1,294.96,3,closed,open,743.64,0,0,1,872.52,I am home,living_room,evening,window,CLOSE
35.48,81.76,66.55,75.6,0,202.42,1,open,closed,1734.95,1,0,0,1565.82,it's hot,bathroom,evening,fan,ON
32.14,51.88,37.1,88.07,1,298.46,2,open,open,1318.67,0,0,1,1760.04,turn off the fan,living_room,evening,window,CLOSE
33.12,63.61,90.98,47.81,1,275.98,0,open,open,1160.1,0,1,0,1144.86,open the window,living_room,morning,fan,ON
23.24,88.5,18.43,57.34,1,283.26,0,closed,closed,907.01,0,1,1,404.99,close the door,bathroom,morning,fan,ON
28.42,42.9,6.08,12.87,1,275.41,0,open,open,467.95,1,0,0,395.53,start the geyser,living_room,night,fan,ON
16.28,71.44,83.61,49.97,1,100.01,3,closed,open,1856.57,1,1,0,1818.65,good morning,bathroom,evening,fan,ON
32.42,60.69,74.0,14.45,0,52.76,0,open,open,585.59,0,0,0,878.23,close the door,bedroom,afternoon,ac,ON
36.45,51.76,13.33,10.86,1,254.15,1,closed,closed,1434.76,1,0,1,119.52,I am home,bathroom,night,fan,ON
19.73,75.12,98.12,49.98,0,165.59,0,open,open,1760.65,1,1,0,1897.7,close the door,bathroom,afternoon,fan,ON
26.47,43.27,92.98,58.61,0,214.38,1,open,open,1865.75,1,1,1,526.56,good morning,kitchen,night,fan,ON
22.64,85.07,17.45,58.0,0,24.18,3,open,open,1700.93,1,0,1,361.62,I am home,kitchen,morning,fan,ON
30.99,72.63,40.81,38.43,0,125.51,1,closed,open,1066.08,0,0,1,293.21,close the door,bathroom,night,window,CLOSE
19.4,25.09,51.74,73.38,0,33.22,1,open,open,1194.44,0,1,0,62.27,good night,bedroom,morning,fan,ON
22.72,43.72,77.03,35.4,0,75.48,2,closed,closed,802.24,1,0,1,282.72,I am leaving,bathroom,afternoon,fan,ON
25.59,46.94,9.42,75.72,0,111.9,2,open,closed,1273.42,0,0,0,929.55,I am leaving,kitchen,evening,light,OFF
36.31,32.24,62.0,87.7,0,15.36,1,closed,open,1958.49,1,0,1,737.57,I am leaving,bathroom,evening,fan,ON
31.37,69.45,52.17,58.16,0,49.82,1,open,open,1397.59,1,1,1,1273.43,I am leaving,living_room,night,fan,ON
16.24,53.94,11.38,56.48,0,254.28,1,closed,open,807.98,1,1,1,935.61,I am leaving,living_room,night,fan,ON
28.29,80.29,12.89,70.14,1,276.12,1,open,open,1970.55,1,1,1,998.28,it's hot,kitchen,evening,fan,ON
37.59,75.35,52.07,70.32,1,238.82,2,open,open,1171.25,0,0,1,218.3,I am home,bathroom,afternoon,window,CLOSE
39.25,22.03,16.58,40.01,1,42.38,3,closed,open,1883.81,0,0,1,52.18,good night,kitchen,morning,window,CLOSE
21.73,78.79,70.49,34.58,0,121.26,2,open,open,1937.64,1,0,1,1144.22,I am leaving,kitchen,morning,fan,ON
23.36,27.62,76.14,89.55,0,77.11,2,closed,closed,1139.19,0,1,1,967.83,good night,bedroom,afternoon,fan,ON
37.17,83.78,88.96,48.86,1,193.81,1,closed,closed,361.64,0,1,0,1075.58,turn on the light,bathroom,evening,fan,ON
31.2,53.39,68.9,88.68,0,279.15,2,closed,closed,926.14,1,1,0,1873.32,good night,bedroom,evening,fan,ON
30.79,69.13,71.41,84.49,0,236.16,0,closed,closed,614.71,1,1,1,1573.97,turn off everything,living_room,morning,fan,ON
18.92,47.79,23.96,29.14,1,101.69,2,closed,open,1956.3,0,0,1,609.06,turn on the light,bathroom,evening,window,CLOSE
32.99,33.9,53.83,62.84,0,203.96,1,closed,open,1728.17,1,1,0,169.01,I am leaving,living_room,night,fan,ON
28.11,22.92,56.19,12.14,1,54.95,3,closed,closed,503.63,0,1,1,637.13,turn on the light,bedroom,morning,fan,ON
35.07,33.37,90.59,34.23,1,297.02,1,open,open,583.16,0,1,0,395.87,I am leaving,living_room,evening,fan,ON
35.01,20.77,44.44,62.49,1,53.06,3,closed,closed,480.28,0,1,0,636.77,it's hot,bathroom,morning,fan,ON
29.57,37.24,35.59,51.26,0,14.76,2,open,open,1362.8,0,0,0,1010.85,it's hot,bathroom,evening,window,OPEN
38.95,89.84,70.74,20.77,0,221.13,0,open,open,620.88,1,0,1,591.02,turn off the fan,bathroom,evening,fan,ON
31.59,44.75,17.19,84.82,1,280.72,3,open,open,1277.93,0,1,1,1102.05,turn off everything,living_room,afternoon,fan,ON
33.25,30.96,50.43,26.1,1,268.1,2,open,open,1436.99,1,0,1,253.08,turn on the light,bathroom,evening,fan,ON
29.49,52.51,43.38,28.95,0,93.81,1,closed,closed,898.82,0,1,1,911.52,I am leaving,bathroom,night,fan,ON
17.32,26.38,44.33,58.25,1,196.03,1,open,closed,1815.25,0,1,0,385.76,it's hot,living_room,afternoon,fan,ON
18.8,32.23,90.27,30.61,0,76.52,0,open,closed,1975.12,0,1,0,1276.15,good night,kitchen,morning,fan,ON
29.7,42.88,7.81,51.64,0,103.48,1,open,open,476.79,1,0,0,1889.22,turn on the light,bathroom,morning,fan,ON
32.51,21.55,6.78,12.43,0,277.2,2,open,closed,621.76,1,1,0,213.63,good morning,kitchen,afternoon,fan,ON
32.78,77.61,68.41,79.85,1,200.23,3,closed,closed,1939.64,0,1,1,178.75,turn off everything,bedroom,afternoon,fan,ON
33.18,51.97,43.51,84.37,0,259.89,3,open,closed,1796.18,0,1,0,1144.82,turn off the fan,bedroom,night,fan,ON
34.66,32.77,56.39,80.0,1,245.55,2,open,open,1188.05,1,0,1,1701.98,turn off everything,kitchen,evening,fan,ON
18.93,75.55,72.22,86.65,1,217.04,1,closed,open,313.34,1,1,1,1083.35,turn off the fan,bathroom,evening,fan,ON
34.46,65.35,16.36,14.33,0,241.12,0,closed,open,346.4,0,0,0,1931.4,good morning,kitchen,morning,ac,ON
29.38,77.85,81.24,76.42,0,57.53,3,closed,open,842.4,0,1,1,1454.68,turn off everything,living_room,afternoon,fan,ON
34.76,27.09,17.58,87.54,1,221.81,3,open,closed,1523.83,0,1,1,670.92,open the window,bathroom,night,fan,ON
17.91,28.82,32.15,13.56,1,252.74,0,open,closed,1163.18,1,0,1,341.54,turn on the light,bathroom,night,fan,ON
29.54,68.98,97.56,82.35,0,32.02,3,open,closed,1744.89,1,1,1,863.68,good night,bedroom,evening,fan,ON
31.48,29.99,63.52,51.99,0,133.51,1,closed,closed,466.38,1,0,0,96.2,it's hot,bathroom,night,fan,ON
37.24,42.01,92.1,37.64,0,246.82,2,closed,closed,1548.74,1,1,0,1687.57,start the geyser,living_room,evening,fan,ON
17.8,42.28,24.0,16.06,0,11.89,1,closed,closed,367.75,1,1,0,780.9,open the window,kitchen,night,fan,ON
21.52,53.35,13.59,54.41,0,142.25,2,open,open,783.55,0,0,0,215.17,it's hot,bathroom,morning,ac,ON
25.83,73.52,37.98,27.53,1,75.94,1,closed,closed,327.67,0,1,0,155.64,start the geyser,bedroom,afternoon,fan,ON
34.53,36.31,32.78,21.86,1,95.5,0,open,open,319.89,1,1,0,1745.8,close the door,bedroom,evening,fan,ON
23.64,26.65,86.74,12.83,1,281.8,2,closed,closed,1533.7,0,0,0,1948.14,it's hot,kitchen,night,ac,ON
36.16,21.11,69.01,41.53,1,151.11,1,closed,closed,1186.91,0,1,0,1715.74,good morning,kitchen,afternoon,fan,ON
24.76,20.78,49.2,75.11,1,223.93,1,closed,open,1211.92,1,0,1,770.72,I am leaving,kitchen,morning,fan,ON
31.64,40.51,86.62,38.89,1,199.12,2,closed,open,887.3,1,0,0,890.03,good night,bedroom,morning,fan,ON
36.0,88.76,62.43,15.51,1,68.88,1,closed,open,861.32,0,0,0,1394.71,turn off everything,living_room,afternoon,ac,ON
26.58,39.32,38.89,44.5,1,278.8,3,closed,closed,1986.65,0,0,1,951.8,I am leaving,living_room,evening,window,OPEN
39.46,72.5,10.99,68.12,1,154.07,0,open,open,954.07,1,0,1,135.94,turn on the light,kitchen,evening,fan,ON
29.5,87.52,56.72,65.12,0,28.24,3,open,closed,1022.91,0,0,0,1987.14,I am leaving,kitchen,afternoon,light,OFF
29.34,60.61,31.3,70.85,1,200.52,1,open,open,697.26,1,0,1,252.44,good morning,bedroom,evening,fan,ON
27.96,31.85,14.38,53.74,1,155.69,3,open,open,603.41,1,0,1,27.01,turn on the light,living_room,afternoon,fan,ON
16.88,37.16,99.95,75.74,0,27.42,0,open,closed,1011.74,1,1,1,130.24,close the door,bedroom,afternoon,fan,ON
31.64,40.37,95.39,42.8,1,211.08,1,closed,closed,1417.89,0,1,0,805.73,open the window,kitchen,evening,fan,ON
16.84,89.12,35.39,83.73,1,293.97,3,closed,open,1487.91,0,1,0,210.1,I am home,kitchen,night,fan,ON
17.12,86.34,27.51,63.43,1,176.94,3,closed,closed,1934.82,1,1,1,967.28,good night,bedroom,afternoon,fan,ON
20.03,69.34,22.63,57.34,1,294.66,2,closed,open,692.95,1,0,0,1000.43,turn off everything,bathroom,night,fan,ON
17.88,87.64,60.76,62.92,0,187.28,3,open,open,1966.93,0,0,0,15.1,it's hot,bathroom,afternoon,window,OPEN
30.25,63.13,99.69,82.47,1,184.7,2,closed,open,698.13,0,0,0,181.22,it's hot,kitchen,morning,ac,ON
29.42,55.41,40.75,34.2,0,179.11,1,closed,open,1106.48,1,1,1,1575.57,turn off the fan,bedroom,night,fan,ON
31.92,22.58,97.19,22.05,1,227.62,3,open,closed,636.9,1,1,1,1141.25,start the geyser,kitchen,night,fan,ON
21.46,33.63,9.22,69.47,0,53.89,0,open,open,1969.27,0,0,1,671.36,I am leaving,bathroom,night,window,CLOSE
38.42,41.85,98.2,46.89,1,153.86,2,open,open,1314.58,1,0,0,1361.05,good morning,bedroom,morning,fan,ON
31.57,82.99,33.95,66.92,1,272.7,3,open,closed,1124.62,0,1,1,544.67,good night,kitchen,night,fan,ON
27.83,69.51,72.48,15.36,1,295.58,2,open,closed,1985.59,1,1,0,1907.63,start the geyser,bedroom,evening,fan,ON
17.69,52.59,83.88,73.14,0,12.1,0,closed,closed,1242.51,0,1,1,953.84,close the door,kitchen,night,fan,ON
23.33,59.16,23.97,58.78,1,263.6,3,open,closed,1364.63,0,0,1,1835.04,I am leaving,living_room,night,window,OPEN
21.05,54.89,77.03,40.75,1,70.2,1,closed,open,846.92,0,0,1,963.38,I am home,bedroom,morning,window,CLOSE
35.56,26.37,66.44,83.23,1,228.52,1,closed,open,1261.86,1,0,0,584.67,turn on the light,kitchen,evening,fan,ON
39.63,59.09,85.21,62.37,0,241.27,3,open,closed,1051.73,1,1,1,195.64,turn on the light,bathroom,night,fan,ON
26.23,73.53,11.12,88.55,1,139.85,1,closed,closed,1945.18,1,1,0,315.83,turn off the fan,kitchen,morning,fan,ON
34.11,85.01,35.84,40.69,1,213.34,1,open,open,729.65,0,1,0,421.32,open the window,kitchen,morning,fan,ON
26.16,50.55,73.39,75.3,1,200.9,3,open,open,1433.1,1,1,0,1122.6,turn off the fan,bedroom,evening,fan,ON
25.91,78.54,35.2,11.22,0,31.43,0,closed,open,1782.71,1,0,1,953.76,start the geyser,bathroom,evening,fan,ON
25.64,45.7,67.09,11.64,0,49.33,2,open,closed,1257.46,1,1,1,510.91,close the door,bedroom,night,fan,ON
33.06,48.51,3.81,69.79,1,59.91,2,closed,open,706.78,0,1,0,866.35,I am home,living_room,afternoon,fan,ON
38.06,44.07,23.1,75.5,0,170.05,0,closed,open,1089.77,1,0,1,1696.26,it's hot,bathroom,afternoon,fan,ON
25.84,78.74,20.88,54.25,1,230.84,0,open,open,893.22,1,0,1,1600.36,I am leaving,bathroom,afternoon,fan,ON
39.6,57.76,51.42,35.66,0,127.58,1,open,closed,1834.72,0,0,0,984.69,good morning,bedroom,night,window,OPEN
28.06,38.6,4.85,89.11,1,188.49,1,open,open,505.33,1,0,0,1433.82,I am home,bathroom,afternoon,fan,ON
18.74,45.33,87.36,15.02,1,242.23,3,closed,closed,423.74,0,1,1,962.25,start the geyser,bathroom,night,fan,ON
20.82,54.17,98.09,69.4,1,164.18,2,open,closed,1362.49,1,0,1,684.74,start the geyser,kitchen,night,fan,ON
28.73,40.33,11.78,74.74,0,242.04,1,closed,open,779.65,1,1,1,1856.0,I am home,living_room,afternoon,fan,ON
25.83,51.0,76.05,75.13,0,172.48,3,open,open,541.34,1,0,1,870.49,turn off the fan,kitchen,afternoon,fan,ON
16.3,26.22,45.35,11.75,1,102.35,0,open,open,1968.7,0,1,1,1202.46,it's hot,bathroom,night,fan,ON
33.24,39.24,82.12,28.52,1,142.59,3,open,closed,883.33,0,1,1,264.24,close the door,kitchen,evening,fan,ON
34.21,33.61,12.81,55.03,1,200.07,0,open,open,752.69,0,0,1,173.18,good night,kitchen,afternoon,window,CLOSE
24.3,59.2,65.7,50.26,1,161.78,1,closed,closed,1260.1,0,1,1,254.8,I am home,bathroom,evening,fan,ON
22.06,34.23,90.4,54.03,0,249.68,1,closed,open,1033.07,0,0,0,866.8,open the window,kitchen,afternoon,door,UNLOCKED
20.04,44.05,37.78,60.34,0,238.38,0,open,open,1230.3,0,1,1,1966.0,turn off the fan,living_room,morning,fan,ON
18.2,83.3,44.53,25.61,1,34.09,3,closed,open,336.9,0,0,1,1413.01,start the geyser,living_room,evening,window,CLOSE
16.7,53.75,7.36,26.6,0,137.2,3,closed,open,1835.52,0,0,1,1397.97,I am home,kitchen,night,window,CLOSE
30.15,66.77,93.79,66.8,0,33.02,1,open,open,534.65,1,1,1,1797.14,turn off everything,living_room,morning,fan,ON
24.22,65.35,91.31,18.32,0,191.52,3,closed,closed,1506.98,0,0,0,477.7,start the geyser,kitchen,evening,light,OFF
26.57,85.05,44.16,12.2,0,205.65,2,open,open,1166.43,1,0,1,1274.89,turn off everything,bedroom,morning,fan,ON
30.33,80.66,70.3,54.21,0,121.09,2,closed,closed,837.79,1,0,0,1736.49,I am home,bathroom,night,fan,ON
32.05,62.91,56.31,69.26,0,12.38,3,open,open,1270.8,1,1,0,508.68,turn off the fan,living_room,evening,fan,ON
35.28,26.93,94.68,55.09,1,203.88,2,open,open,809.9,1,1,0,690.82,I am leaving,living_room,night,fan,ON
30.52,68.8,33.6,36.85,1,196.64,2,open,open,455.72,0,1,0,1120.66,close the door,bathroom,afternoon,fan,ON
37.04,83.4,14.91,35.67,1,40.53,0,closed,open,947.42,1,0,1,225.18,open the window,bedroom,afternoon,fan,ON
36.5,48.26,30.44,17.72,1,35.96,0,open,open,1576.21,1,0,1,977.52,I am home,living_room,evening,fan,ON
28.05,89.65,92.09,82.64,0,152.55,0,open,open,1279.78,0,1,1,1807.44,it's hot,bedroom,afternoon,fan,ON
31.81,32.89,5.06,44.63,0,101.09,2,open,closed,542.94,1,0,0,1656.25,turn off the fan,bedroom,evening,fan,ON
24.25,53.28,8.26,79.08,0,16.68,0,closed,open,771.16,1,1,1,64.41,good night,living_room,morning,fan,ON
30.45,60.1,63.24,61.85,1,182.33,1,open,closed,379.86,0,1,0,1261.17,it's hot,bedroom,night,fan,ON
36.96,50.34,15.61,41.81,0,19.33,1,open,open,1622.25,0,0,0,91.56,good night,bathroom,night,window,OPEN
21.55,38.46,51.04,83.74,1,174.13,2,closed,open,1646.88,0,1,0,915.58,close the door,living_room,evening,fan,ON
29.15,59.84,14.81,28.57,0,219.61,2,closed,open,1307.47,1,1,1,751.15,good night,bedroom,afternoon,fan,ON
23.04,56.24,8.93,89.46,1,189.09,3,closed,closed,982.87,1,1,1,894.84,turn off the fan,living_room,evening,fan,ON
22.7,28.77,5.07,66.09,0,256.99,1,open,closed,489.98,1,1,1,1812.23,good morning,bedroom,morning,fan,ON
33.73,61.03,26.18,57.77,1,55.26,3,closed,closed,645.33,0,0,0,841.86,close the door,kitchen,evening,ac,ON
30.02,40.64,17.87,14.2,0,81.57,0,open,closed,607.74,1,0,1,856.68,I am home,bathroom,afternoon,fan,ON
21.98,20.55,12.25,63.01,0,92.31,0,closed,closed,824.25,1,0,1,599.26,start the geyser,living_room,afternoon,fan,ON
18.5,29.9,29.57,81.23,0,166.66,2,closed,open,1976.21,1,0,0,1770.68,good night,kitchen,morning,fan,ON
33.38,37.56,85.07,87.52,0,251.84,0,open,open,1597.5,0,1,1,1422.36,I am home,kitchen,evening,fan,ON
29.16,47.01,92.04,17.09,1,244.8,2,open,open,817.43,1,0,1,1774.61,turn off everything,kitchen,night,fan,ON
30.66,80.7,39.07,83.64,1,33.08,1,closed,open,562.24,1,0,0,273.9,turn off everything,bedroom,afternoon,fan,ON
36.74,87.24,30.21,31.94,1,170.9,1,open,open,1993.97,0,0,0,1647.35,good night,kitchen,evening,ac,ON
18.47,71.19,71.44,16.88,0,13.39,1,open,closed,463.9,1,0,1,1206.05,open the window,kitchen,night,fan,ON
32.42,85.2,95.62,30.86,1,12.43,3,closed,open,1589.6,0,1,1,193.69,start the geyser,bathroom,morning,fan,ON
32.12,75.32,47.88,29.76,1,121.11,0,open,open,1494.05,0,0,1,355.94,turn on the light,living_room,evening,window,CLOSE
24.31,80.55,98.93,84.04,1,71.36,0,closed,open,471.09,1,0,1,395.36,open the window,bathroom,night,fan,ON
32.71,26.32,78.78,34.43,0,18.4,1,open,open,1468.27,0,0,0,1721.05,good night,kitchen,afternoon,ac,ON
25.46,26.25,58.77,79.68,0,222.45,1,closed,open,364.86,1,1,1,102.76,turn off everything,kitchen,night,fan,ON
23.04,35.16,70.86,53.44,0,257.02,0,open,open,1487.57,1,0,1,1349.96,it's hot,living_room,evening,fan,ON
20.46,46.22,30.29,88.22,1,278.93,3,closed,open,1540.62,0,1,1,726.32,good night,kitchen,evening,fan,ON
17.76,50.56,3.6,76.08,0,55.77,0,closed,open,1869.22,0,1,1,1962.81,it's hot,bathroom,morning,fan,ON
27.83,41.9,41.49,64.38,0,143.67,3,open,open,431.13,1,0,1,486.93,open the window,bathroom,night,fan,ON
35.53,44.44,95.43,36.95,1,247.43,3,closed,open,763.98,0,1,0,1506.81,good night,kitchen,morning,fan,ON
33.72,65.1,92.39,39.66,1,148.16,1,open,open,1089.31,0,0,1,1502.91,close the door,living_room,night,window,CLOSE
25.21,73.67,35.71,81.45,1,293.64,3,closed,closed,1677.74,1,0,1,811.92,close the door,kitchen,afternoon,fan,ON
18.5,60.04,33.17,47.0,0,282.34,0,closed,closed,893.97,0,0,0,837.41,open the window,living_room,evening,light,OFF
22.3,88.12,12.68,84.73,0,142.36,3,open,open,1105.79,0,1,0,22.52,it's hot,bathroom,morning,fan,ON
22.74,27.17,70.95,50.04,0,248.63,2,closed,open,899.41,1,0,0,1739.53,turn off everything,living_room,morning,fan,ON
16.08,63.44,77.28,60.18,1,266.75,0,open,closed,491.67,1,1,0,1872.54,close the door,kitchen,night,fan,ON
35.92,86.86,96.94,42.99,0,29.26,1,closed,open,1047.17,0,1,0,1625.58,it's hot,bathroom,afternoon,fan,ON
17.22,84.37,14.06,17.15,1,278.29,3,closed,open,565.06,1,1,0,1553.0,I am leaving,kitchen,night,fan,ON
32.06,48.9,20.65,79.93,1,144.06,3,closed,open,595.13,0,0,0,113.74,turn off everything,bathroom,night,ac,ON
25.26,77.09,5.52,87.58,1,41.21,2,open,closed,903.34,0,0,1,677.92,start the geyser,living_room,evening,light,ON
36.76,30.52,52.25,76.68,1,148.74,3,closed,open,1348.43,0,1,1,241.35,good night,bedroom,evening,fan,ON
30.73,71.36,92.73,66.83,1,87.37,2,open,closed,889.27,1,1,0,285.71,turn off the fan,bedroom,afternoon,fan,ON
24.99,23.62,92.66,33.75,0,159.2,3,closed,closed,611.68,1,0,1,642.57,turn off the fan,bedroom,night,fan,ON
35.91,83.32,44.64,34.58,1,25.56,0,open,closed,1771.94,0,1,0,996.15,it's hot,kitchen,afternoon,fan,ON
30.65,56.52,48.17,57.63,1,65.31,3,closed,closed,406.4,1,1,0,1888.67,start the geyser,kitchen,night,fan,ON
30.07,47.78,80.8,13.57,1,158.66,0,open,closed,1122.65,0,1,1,1961.33,turn on the light,kitchen,afternoon,fan,ON
27.94,78.52,17.26,15.62,0,172.01,3,closed,open,941.4,1,1,1,1098.46,turn off the fan,bathroom,morning,fan,ON
27.22,54.06,32.2,60.51,1,237.69,3,open,open,559.42,0,0,0,312.86,turn on the light,bathroom,night,light,OFF
31.55,41.37,30.61,67.13,1,160.58,1,open,open,906.05,0,0,1,418.89,I am home,kitchen,morning,window,CLOSE
23.17,41.64,60.0,10.32,1,299.44,3,closed,open,311.36,0,0,1,414.09,I am home,kitchen,morning,window,CLOSE
32.63,33.6,10.69,28.69,1,186.53,0,closed,closed,773.85,0,1,1,62.68,open the window,bathroom,night,fan,ON
36.35,56.98,10.95,49.34,0,208.52,3,closed,open,1494.77,1,1,1,846.4,turn off the fan,kitchen,morning,fan,ON
39.81,64.96,34.73,80.19,1,181.07,3,open,open,731.9,1,1,0,542.18,good night,living_room,morning,fan,ON
21.93,43.28,78.63,55.77,0,154.2,2,open,closed,763.83,1,0,1,1476.93,I am leaving,kitchen,afternoon,fan,ON
19.35,62.65,15.03,22.36,0,106.51,3,closed,open,1809.21,1,0,0,65.76,open the window,bedroom,night,fan,ON
16.57,84.16,2.18,79.47,1,141.47,3,open,closed,1600.77,1,0,1,580.56,it's hot,bedroom,evening,fan,ON
25.47,54.38,6.26,47.92,0,214.37,1,closed,open,503.95,0,1,0,306.59,close the door,kitchen,afternoon,fan,ON
39.85,60.88,65.44,48.83,1,205.31,1,closed,open,466.01,1,1,1,1946.44,I am leaving,living_room,afternoon,fan,ON
16.01,29.32,37.19,28.77,0,107.14,0,open,closed,608.15,0,0,0,691.31,turn off everything,kitchen,afternoon,light,OFF
28.85,49.3,61.06,66.85,0,244.93,0,closed,closed,852.39,0,0,0,421.19,turn on the light,bedroom,morning,light,OFF
32.48,53.44,94.96,68.57,0,184.29,0,open,open,1151.15,0,1,1,1900.01,it's hot,bedroom,afternoon,fan,ON
20.24,33.85,58.73,64.75,0,10.45,1,open,closed,1799.69,0,1,1,791.8,close the door,kitchen,evening,fan,ON
28.17,80.63,80.89,22.69,1,42.73,2,closed,open,1161.42,0,0,0,1064.79,start the geyser,kitchen,morning,light,ON
36.91,63.35,48.87,81.66,0,209.32,0,closed,open,571.18,0,1,1,1912.8,I am leaving,bathroom,night,fan,ON
19.82,44.28,72.97,36.32,1,240.36,1,open,open,1220.78,1,1,1,545.05,close the door,kitchen,evening,fan,ON
35.11,21.4,9.03,42.6,1,287.01,1,open,open,1868.31,1,1,0,145.65,open the window,kitchen,evening,fan,ON
29.15,58.4,9.93,86.92,1,40.13,0,closed,open,966.05,0,1,1,1773.38,turn on the light,kitchen,morning,fan,ON
25.43,69.43,56.02,16.62,0,153.79,3,open,closed,1338.97,1,0,1,1014.71,good morning,kitchen,evening,fan,ON
17.79,42.88,74.88,61.88,1,227.35,0,open,open,1454.61,0,0,1,1260.43,turn on the light,bedroom,afternoon,window,CLOSE
28.48,26.87,82.72,63.69,0,291.13,2,closed,open,320.35,0,0,1,1393.32,I am leaving,living_room,afternoon,window,CLOSE
32.39,29.11,4.95,16.54,0,162.94,0,open,closed,1202.91,0,0,1,958.0,turn on the light,living_room,morning,window,OPEN
29.18,89.93,31.13,55.27,1,107.65,1,open,closed,1560.44,1,0,0,1267.95,it's hot,bathroom,morning,fan,ON
22.86,38.74,46.47,77.88,0,225.66,3,closed,open,1157.37,0,0,1,985.36,good night,kitchen,evening,window,CLOSE
20.65,78.56,38.15,74.65,1,186.67,2,open,open,1087.84,0,1,0,417.3,I am home,living_room,evening,fan,ON
32.79,26.3,32.74,42.28,0,255.6,1,open,open,1025.93,1,1,0,1155.83,I am leaving,living_room,evening,fan,ON
23.74,53.34,12.54,46.86,0,63.53,2,open,open,1739.76,0,0,0,828.71,start the geyser,bathroom,night,window,OPEN
32.01,27.34,59.25,13.88,1,247.28,1,closed,open,929.69,1,1,0,954.48,I am leaving,kitchen,afternoon,fan,ON
18.96,37.27,43.25,12.42,1,67.5,0,open,closed,366.22,1,1,1,62.79,turn off everything,bedroom,morning,fan,ON
37.27,50.2,88.05,21.31,0,131.52,1,open,closed,1855.52,1,1,0,1924.04,I am home,living_room,night,fan,ON
38.0,63.04,68.95,64.35,1,59.47,1,open,closed,846.15,0,0,1,622.31,turn on the light,bedroom,morning,ac,ON
27.5,63.81,16.4,25.71,0,182.97,3,open,open,1161.43,0,0,1,857.12,turn off the fan,bedroom,morning,window,CLOSE
31.95,28.34,36.87,49.2,1,20.6,3,closed,open,344.94,0,1,1,1172.14,turn off the fan,kitchen,morning,fan,ON
31.2,74.61,99.59,76.92,1,260.56,1,closed,closed,1891.76,1,1,0,1917.99,close the door,living_room,afternoon,fan,ON
23.94,20.52,9.32,69.91,1,231.08,0,open,open,449.99,1,0,1,1001.08,I am leaving,bedroom,afternoon,fan,ON
16.84,80.77,78.83,47.29,0,170.59,1,closed,open,1482.88,1,1,1,292.73,good night,bathroom,evening,fan,ON
39.68,83.48,48.29,65.97,0,51.47,3,open,open,404.78,0,1,1,390.64,start the geyser,bedroom,evening,fan,ON
19.57,82.34,39.01,43.88,0,151.69,0,open,closed,1470.14,0,1,0,646.96,turn on the light,bathroom,evening,fan,ON
16.2,22.08,82.43,12.98,0,103.7,0,closed,closed,442.99,1,1,0,962.7,it's hot,bathroom,evening,fan,ON
33.2,63.58,77.71,24.09,1,136.68,1,open,open,1027.1,0,0,1,1790.28,it's hot,kitchen,afternoon,window,CLOSE
39.33,56.98,53.95,20.95,0,147.94,0,open,open,864.17,0,0,0,1183.17,I am leaving,bedroom,morning,ac,ON
17.45,64.45,64.11,82.93,0,246.8,2,closed,closed,1015.58,1,1,0,263.24,turn off everything,bedroom,morning,fan,ON
34.81,76.22,66.54,15.03,1,125.92,3,closed,closed,733.46,1,1,0,1147.26,I am home,bathroom,night,fan,ON
33.15,60.2,16.44,84.75,0,132.25,3,closed,closed,323.53,0,0,1,1917.6,it's hot,bedroom,evening,ac,ON
38.85,49.29,44.74,61.7,1,140.93,3,closed,closed,541.26,0,0,0,1498.14,I am home,bedroom,afternoon,ac,ON
